0,0,0,0,0,0,0,0,0,0,0.979583333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982807017544,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.163049485399,0,0,0,0,0,0.821950514601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0157640597665,0,0,0,0,0,0,0,0,0.41588362503,0,0,0,0,0,0.206637331359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336850118979
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225969898496,0,0.0938386446931,0,0,0,0,0,0,0.37999399265,0,0,0,0,0,0,0,0,0,0,0.0781884429852,0,0,0,0,0,0.207492892144
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286854853152,0,0,0.258044600073,0,0,0,0,0,0,0,0,0,0.663304568785,0,0,0,0,0,0,0,0,0,0,0,0,0.0358114996726,0,0,0,0,0
0.984444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535651325515,0,0.15277859199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296408792172
0,0,0,0,0.0266456556644,0,0,0,0,0,0,0,0,0,0,0,0.261449073134,0.0192923491006,0.186613978562,0,0,0.253618145053,0,0,0,0,0,0,0,0,0,0.0229678607414,0,0,0,0,0,0,0,0,0.0199435204453,0,0,0,0,0,0,0,0.0637071352804,0.133338039595
0,0,0,0,0,0,0,0,0,0,0,0.987901234568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.981509433962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516413152027,0,0.233046431555,0,0,0,0,0,0,0,0,0,0,0,0.229651527529,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245153163945,0,0,0.804803819574,0,0,0,0.0579724169974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015260471138,0,0,0,0.0849479758965,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648605820994,0,0,0,0,0,0,0,0.0582976430242,0,0.633015102125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619323024479,0,0,0,0,0,0,0.16424731148
