2418,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),【カルティエ】ブティック短期スタッフ募集 ※六本木エリア,1847年パリに創業以来、常に時代の先端を歩み続ける高級宝飾メゾン“カルティエ” ￥r ￥n≪業務≫ ￥r ￥n直営ブティックでの販売・販売補助業務をお任せ致します。 ￥r ￥n≪勤務地≫ ￥r ￥n六本木エリア ￥r ￥n≪制服≫ ￥r ￥n貸出あり、制服クリーニング代一部支給 ￥r ￥n≪その他≫ ￥r ￥n勤務地・就業期間・研修の詳細はお問い合わせ下さい。 ￥r ￥n,7時間30分実働/1時間30分休憩/9時間00分拘束　※シフト制（店舗に準ずる）
2419,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),【PearlyGates】半年後社員化◎▼デザイナー募集！, ￥r ￥n◆「PearlyGates」のカットソー・布帛デザイナー・MAP作成～素材・商品開発、マーケットリサーチなど一連のデザイナー業務を担当します。 ￥r ￥nチームデザイナーをはじめてするチーム全員で企画を進めていくなかでご年齢や経験に応じた役割をお任せします。 ￥r ￥n・担当アイテム／カットソー若しくは布帛・展示会／年4回,土日祝休み
2420,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),【半年後正社員】NY発バッグブランドで事務スタッフ募集♪青山,NY発のバッグブランドを支える、バックオフィススタッフの募集となります。 ￥r ￥n【就業先】 ￥r ￥n表参道本社 ￥r ￥n【最寄駅】 ￥r ￥n表参道駅 ￥r ￥n【就業開始日】 ￥r ￥n即日～長期※開始日ご相談くださいませ、 ￥r ￥n【服装】 ￥r ￥n服装自由 ￥r ￥n【仕事内容】 ￥r ￥n出荷手配、店舗情報の発信、各店舗から届くオーダーに沿った出荷指示と管理システムへの入力、電話応対、庶務、販売サポートなど,8:30拘束・7:30実働・1:00休憩
2421,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),事務サポート業務【メゾンキツネ】都内本社▼土日休◎交通費有,大人気ブランド『ＭＡＩＳＯＮＫＩＴＳＵＮＥメゾン・キツネ』の事務サポート業務の募集となります。 ￥r ￥n【就業先】 ￥r ￥n表参道本社 ￥r ￥n【最寄駅】 ￥r ￥n表参道駅 ￥r ￥n【就業開始日】 ￥r ￥n即日～長期 ￥r ￥n【服装】 ￥r ￥nブランドテイストに合った服装 ￥r ￥n【仕事内容】 ￥r ￥n事務サポート業務、各店舗との打ち合わせ、その他雑務等,実働7.5時間・休憩1.5時間*時短勤務などもご相談ください。
2422,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),事務サポート業務【メゾンキツネ】都内本社▼土日休◎交通費有,大人気ブランド『ＭＡＩＳＯＮＫＩＴＳＵＮＥメゾン・キツネ』の事務サポート業務の募集となります。 ￥r ￥n【就業先】 ￥r ￥n表参道本社 ￥r ￥n【最寄駅】 ￥r ￥n表参道駅 ￥r ￥n【就業開始日】 ￥r ￥n即日～長期 ￥r ￥n【服装】 ￥r ￥nブランドテイストに合った服装 ￥r ￥n【仕事内容】 ￥r ￥n事務サポート業務、各店舗との打ち合わせ、その他雑務等,実働7.5時間・休憩1.5時間*時短勤務などもご相談ください。
2423,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),【PearlyGates】カットソー・布帛デザイナー社員募集, ￥r ￥n◆「PearlyGates」のカットソー・布帛デザイナー・MAP作成～素材・商品開発、マーケットリサーチなど一連のデザイナー業務を担当します。 ￥r ￥nチームデザイナーをはじめてするチーム全員で企画を進めていくなかでご年齢や経験に応じた役割をお任せします。 ￥r ￥n・担当アイテム／カットソー若しくは布帛・展示会／年4回,土日祝休み
2424,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),【PearlyGates】ニットデザイナー！正社員募集！, ￥r ￥n◆「PearlyGates」のニットデザイナー・MAP作成～素材・商品開発、マーケットリサーチなど一連のデザイナー業務を担当します。 ￥r ￥nチームデザイナーをはじめてするチーム全員で企画を進めていくなかでご年齢や経験に応じた役割をお任せします。 ￥r ￥n・担当アイテム／カットソー若しくは布帛、ニットデザイナー・展示会／年4回,土日祝休み
2425,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),有名ラグジュアリーブランドでのＰＲのアシスタント・表参道,有名ラグジュアリーブランド本社にてアシスタント業務（事務）をご担当頂きます。 ￥r ￥n＜業務内容＞ｼｮｳﾙｰﾑでの貸し出し業務・?海外誌の日本撮影、店舗商品撮影のｻﾎﾟｰﾄ、進行・管理・ｻﾝﾌﾟﾙのﾃﾞﾘﾊﾞﾘｰ、保管管理・校正業務・海外撮影のｱﾚﾝｼﾞ・掲載誌ｸﾘｯﾋﾟﾝｸﾞ業務、ﾌﾟﾗﾈｯﾄｾﾘｰﾇﾚﾎﾟｰﾄ（本国への掲載ｸﾘｯﾋﾟﾝｸﾞ作成）・ﾏﾝｽﾘｰ、強化ｱｲﾃﾑなどの各種ﾚﾎﾟｰﾄ作成・展示会などイベント業務,拘束8時間　実働7時間　休憩１時間
2426,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),社長秘書▼ラグジュアリーブランド▼表参道オフィス（平日勤務）,オフィスでの内勤のお仕事です。 ￥r ￥n社長秘書のお仕事です。 ￥r ￥n（社長のスケジュール管理やアポイントの調整・雑務・来客対応等サポート全般です）,拘束8時間／実働7時間
2427,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),【内勤】外資系ブランド・本社人事　※開始日相談可能,外資系ラグジュアリーブランドの本社にて、人事スタッフを募集します。 ￥r ￥n人事採用業務（派遣採用に関わる一連の業務、契約書管理・ファイリング・更新確認・資料作成）がメインの業務となります。 ￥r ￥nその他入力業務・雑務等幅広くお任せ致しますので人事チームの一員としてご活躍下さい。 ￥r ￥n勤務地：半蔵門,実働7.5H ・拘束8.5H
2428,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),外資系ラグジュアリー▼オフィス勤務▼10：00～18：00,土日祝日休み！ ￥r ￥n10：00～18：00までのお仕事！ ￥r ￥n残業も少なめ！ ￥r ￥n１月開始OK！ ￥r ￥n≪仕事内容≫ ￥r ￥nラグジュアリーブランドのオフィスにて事務の募集です。 ￥r ￥n業務内容は電話及びメールでのお客様対応・資料作成・入力業務・ファイリング・書類整理など様々ですが、特に難しいお仕事では御座いません。 ￥r ￥n≪勤務地≫ ￥r ￥n青山エリア ￥r ￥n≪勤務期間≫ ￥r ￥n最短3日以内～長期での勤務※１月開始OK！ ￥r ￥n≪服装≫ ￥r ￥n私服 ￥r ￥n≪その他≫ ￥r ￥n開始日に関しましてはご相談ください。 ￥r ￥n,（シフト例）10：00～18：00　拘束8時間00分 / 実働7時間00分 / 休憩1時間00分
2429,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),外資系ラグジュアリー▼オフィス勤務▼10：00～18：00,土日祝日休み！ ￥r ￥n10：00～18：00までのお仕事！ ￥r ￥n残業も少なめ！ ￥r ￥n１月開始OK！ ￥r ￥n≪仕事内容≫ ￥r ￥nラグジュアリーブランドのオフィスにて事務の募集です。 ￥r ￥n業務内容は電話及びメールでのお客様対応・資料作成・入力業務・ファイリング・書類整理など様々ですが、特に難しいお仕事では御座いません。 ￥r ￥n≪勤務地≫ ￥r ￥n青山エリア ￥r ￥n≪勤務期間≫ ￥r ￥n最短3日以内～長期での勤務※１月開始OK！ ￥r ￥n≪服装≫ ￥r ￥n私服 ￥r ￥n≪その他≫ ￥r ￥n開始日に関しましてはご相談ください。 ￥r ￥n,（シフト例）10：00～18：00　拘束8時間00分 / 実働7時間00分 / 休憩1時間00分
2430,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),1月開始・土日祝休み▼営業アシスタント【PINKO】表参道, ￥r ￥n【開始日】 ￥r ￥n1月～※スタート日はご相談下さい ￥r ￥n【仕事内容】 ￥r ￥nイタリア系インポートブランドの本社オフィスで営業アシスタントの募集です。 ￥r ￥n・全店舗の日毎、週毎の売上集計と本国への報告・販売促進目的の店舗用書類の作成・店舗間の商品移動の処理と手続き ￥r ￥n【募集店舗】 ￥r ￥n表参道,拘束9.5時間・実働8時間・休憩1.5時間　シフト制
2431,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),人気【ポンテヴェキオ】EC・Webアシスタント業務▼都内本社, ￥r ￥n【ポンテヴェキオ】 ￥r ￥n★ブライダルジュエリーブランドにてEC。 ￥r ￥nWebアシスタント業務募集 ￥r ￥n【勤務地】 ￥r ￥n都内本社★交通費支給＊ジュエリーからブライダルジュエリーまで幅広い取扱いがあり、婚約指輪、結婚記念日、愛する人へのプレゼントに欠かせないアイテム。 ￥r ￥n～そんな幸せなひと時にをサポート出来るお仕事です。 ￥r ￥n●ブランド紹介：ジュエリー製作の本場イタリアの工房で作られた、洗練されたデザインの中にどこか愛らしさや甘さが感じられる素敵なジュエリーブランドです。 ￥r ￥n,10：00～20：00（営業時間）拘束9時間／実働7.5時間【休憩90分】
2432,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),外資系ラグジュアリー▼オフィス勤務▼銀座エリア▼高時給, ￥r ￥n≪仕事内容≫ ￥r ￥nラグジュアリーブランドのオフィスにて事務の募集です。 ￥r ￥n業務内容は電話及びメールでのお客様対応・資料作成・入力業務・ファイリング・書類整理など様々ですが、特に難しいお仕事では御座いません。 ￥r ￥n≪勤務地≫ ￥r ￥n銀座エリア ￥r ￥n≪勤務期間≫ ￥r ￥n1月～長期での勤務 ￥r ￥n≪服装≫ ￥r ￥n私服 ￥r ￥n≪その他≫ ￥r ￥n開始日に関しまして、前倒しなどご要望が御座いましたらご相談ください。 ￥r ￥n,（シフト例）11：00～19：30　拘束8時間30分 / 実働7時間30分 / 休憩1時間00分
2433,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),土日祝休み【ユナイテッドアローズ】社内カフェスタッフ募集,ユナイテッドアローズ本社にて社員用カフェのカフェスタッフ募集！ ￥r ￥n【勤務地】 ￥r ￥n青山一丁目 ￥r ￥n【就業開始日】 ￥r ￥n1月より勤務可能＊開始日や勤務期間等ご相談ください ￥r ￥n【お仕事内容】 ￥r ￥n社内カフェスペースでの接客販売およびドリンク調理＜ドリンク調理＞・コーヒーをミルで削り、サーバーでコーヒーを落とす・作ったコーヒーを牛乳で割る・レモネードの仕込み（レモンを包丁でカットする）など●障害者の方2名とお仕事をしていく形になります。 ￥r ￥n※普通に仕事をしたり、コミュニケーションをとるのに問題ございません。 ￥r ￥n※上司は健常者の方になります。 ￥r ￥n,＜早番＞8：00～17：00＜遅番＞9：30～18：30※休憩60分
2434,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),▼営業募集！【キャロウェイ】▼半年後社員化◎▼赤坂見附, ￥r ￥n▼キャロウェイアパレルにて卸営業の募集！ ￥r ￥n紹介予定派遣なので社員化を目指している方はお勧めです。 ￥r ￥n【業務内容】 ￥r ￥nゴルフ専門店・スポーツ専門店などに対するルート営業。 ￥r ￥nホールセール営業業務を行っていただきます。 ￥r ￥n具体的には、売上予算・営業利益予算を達成するための計画、担当取引先に応じた企画営業活動、取引先別適正MDの企画提案、流通チャネルの開拓・コントロールと流通商品量のコントロール、レポーティング等々、幅広い業務をお任せします。 ￥r ￥n,土日祝
2435,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),1/1～1/7期間限定　「agnes b.」　都内エリア,メンズレディスアパレル・子供服・バッグ・小物など1975年創業のフランスを代表する「agnesb」は、ファッションにとらわれず、音楽、美術などあらゆるカルチャーと融合し、常に新しい価値観を創造してきたブランド。 ￥r ￥nシーズン毎にコンセプトを確立し、世界中に発信し続けてきました。 ￥r ￥nあなたには、「デザイナー、アニエスベーの想いを伝える存在」として活躍して頂きます。 ￥r ￥n【勤務地】 ￥r ￥n銀座地区1/2～1/4、・池袋地区1/1～1/3、新宿地区1/2～1/7 ￥r ￥n【業務内容】 ￥r ￥n接客販売、在庫管理等業務 ￥r ￥n【制服】 ￥r ￥nモノトーンの私服,拘束時間9時間／実働7.5時間、シフト制・店舗による
2436,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),1/1～1/7期間限定　「agnes b.」　都内エリア,メンズレディスアパレル・子供服・バッグ・小物など1975年創業のフランスを代表する「agnesb」は、ファッションにとらわれず、音楽、美術などあらゆるカルチャーと融合し、常に新しい価値観を創造してきたブランド。 ￥r ￥nシーズン毎にコンセプトを確立し、世界中に発信し続けてきました。 ￥r ￥nあなたには、「デザイナー、アニエスベーの想いを伝える存在」として活躍して頂きます。 ￥r ￥n【勤務地】 ￥r ￥n銀座地区1/2～1/4、・池袋地区1/1～1/3、新宿地区1/2～1/7 ￥r ￥n【業務内容】 ￥r ￥n接客販売、在庫管理等業務 ￥r ￥n【制服】 ￥r ￥nモノトーンの私服,拘束時間9時間／実働7.5時間、シフト制・店舗による
2437,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),▼短期▼1/4～1/10　【ジェオックス】　新宿・銀座エリア,イタリア発シューズブランド ￥r ￥n【ジェオックス】 ￥r ￥nにて短期スタッフ募集！ ￥r ￥n▼嬉しい交通費支給 ￥r ￥n▼イタリア生まれの呼吸する靴“GEOX”。 ￥r ￥n靴底にあけた穴から、汗を排出し通気性良く靴内をドライに快適に保ちます。 ￥r ￥nさらに、靴底にはメンブレン（保護膜）を装着しており、外部からの水を侵入させず、蒸れを逃がすことのできるシステムになっています。 ￥r ￥n▼世界68ヶ国に販売され、機能重視靴にありがちなファッション性に欠けていることなく、 ￥r ￥nイタリアブランドらしい、トレンドを重視したファッショナブルな靴の販売のお仕事です！ ￥r ￥n【期間】 ￥r ￥n1/4～1/10 ￥r ￥n【勤務地】 ￥r ￥n新宿・銀座エリア,（営業時間） 9時間拘束／ 7時間30分実動　休憩90分
2438,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),1月開始【M-PREMIER】-エムプルミエ-都内各店募集中, ￥r ￥n【M-PREMIER】 ￥r ￥n【都内各店舗】 ￥r ￥n【開始日相談可能】 ￥r ￥nエムプルミエは1986年に株式会社エムアイディーが設立したレディースファッションプランドです。 ￥r ￥nシンプルで上品なデザインに上質な素材、そしてフォーマルで美しいシルエットが特徴。 ￥r ￥nOLやアナウンサーなどキャリアウーマンに信頼の厚いブランドです。 ￥r ￥n実際に着てみるとパフスリーブの広がりやフリルの立体感など女性の体のラインを計算し尽くした作りの良さが分かります。 ￥r ￥nオフィスからアフターまで、1日中フォーマルスタイルでいても疲れない着心地の良さも嬉しい。 ￥r ￥n,（営業時間）拘束9.5時間／実働8時間（休憩90分）
2439,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),交通費支給！【ジェオックス】シューズ販売▼銀座・上野エリア▼,イタリア発シューズブランド ￥r ￥n【ジェオックス】 ￥r ￥n販売スタッフ急募！ ￥r ￥n▼嬉しい交通費支給 ￥r ￥n▼イタリア生まれの呼吸する靴“GEOX”。 ￥r ￥n靴底にあけた穴から、汗を排出し通気性良く靴内をドライに快適に保ちます。 ￥r ￥nさらに、靴底にはメンブレン（保護膜）を装着しており、外部からの水を侵入させず、蒸れを逃がすことのできるシステムになっています。 ￥r ￥n▼世界68ヶ国に販売され、機能重視靴にありがちなファッション性に欠けていることなく、 ￥r ￥nイタリアブランドらしい、トレンドを重視したファッショナブルな靴の販売のお仕事です！ ￥r ￥n【期間】 ￥r ￥n即日～長期※開始日・期間ご相談下さいませ。 ￥r ￥n【勤務地】 ￥r ￥n銀座・上野エリア,（営業時間） 9時間拘束／ 7時間30分実動　休憩90分
2440,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),【MASTERMIND TOKYO】正社員・販売スタッフ募集,※2018年3月29日/オープン予定。 ￥r ￥n入社日は1月もしくは2月頃を予定。 ￥r ￥n随時ご相談可能・接客販売・顧客管理・納品作業・伝票整理・売上管理・在庫管理・その他付随する業務全般※PRも店舗で対応する予定です。 ￥r ￥n,拘束9時間00分時間／実働7時間30分時間／休憩1.5時間※シフト制
2441,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),【MASTERMIND TOKYO】正社員・店長補佐募集,※2018年3月29日/オープン予定。 ￥r ￥n入社日は1月もしくは2月頃を予定。 ￥r ￥n随時ご相談可能・店舗運営・接客販売・顧客管理・納品作業・伝票整理・売上管理・在庫管理・その他付随する業務全般※PRも店舗で対応する予定です,拘束9時間00分時間／実働7時間30分時間／休憩1.5時間※シフト制
2442,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),【MASTERMIND　TOKYO】EC運営商品管理・正社員,※2018年3月29日/オープン予定。 ￥r ￥n入社日は1月もしくは2月頃を予定。 ￥r ￥n随時ご相談可能「mastermindJAPAN」「MASTERMINDWORLD」を取り扱う「MASTERMINDTOKYOONLINESTORE」の運営サポート業務が中心となります。 ￥r ￥n商品登録、管理、物流指示、メルマガ運用など幅広い業務をお任す。 ￥r ￥n,拘束9時間00分時間／実働7時間30分時間／休憩1.5時間※シフト制
2443,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),12/30～1/9「agnes b voyage」池袋エリア,期間限定！ ￥r ￥n◆12/30～1/9 ￥r ￥n◆ ￥r ￥n【業務内容】 ￥r ￥n接客販売、在庫管理等業務「agnesbvoyageアニエスベー」「旅を愛する」という気持ちが詰め込まれたブランド。 ￥r ￥n流行に左右されないシンプルなデザインが特徴です。 ￥r ￥n色や形のバリエーションが多彩なバッグを中心に自由なコーディネートを楽しんで頂けます。 ￥r ￥n【勤務地】 ￥r ￥n池袋エリア,拘束時間9時間／実働7.5時間、シフト制・店舗による
2444,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),▼2018年1月▼1週間～の期間限定募集！【フルラ】都内店, ￥r ￥n【フルラ】 ￥r ￥n1927年にイタリアに創設。 ￥r ￥n高品質で機能的なバッグは世界中のキャリア女性から圧倒的な支持を受けています。 ￥r ￥nキャンディバッグは、テレビや雑誌で紹介されている人気のバッグです。 ￥r ￥n■業務内容：接客販売、在庫管理、店内清掃、ディスプレイ変更、レジ業務全般をお任せします。 ￥r ￥n■勤務地：都内店（新宿、銀座、立川エリア）■期間：2018年1月上旬～1週間程度※（例）1/5～1/10など,拘束9時間・実動7.5時間・休憩1.5時間　※店舗により異なります
2445,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),▼短期▼　期間相談可能　【フルラ】　都内エリア, ￥r ￥n【フルラ】 ￥r ￥n1927年にイタリアに創設。 ￥r ￥n高品質で機能的なバッグは世界中のキャリア女性から圧倒的な支持を受けています。 ￥r ￥nキャンディバッグは、テレビや雑誌で紹介されている人気のバッグです。 ￥r ￥n■業務内容：接客販売、在庫管理、店内清掃、ディスプレイ変更、レジ業務全般をお任せします。 ￥r ￥n■勤務地：都内店（新宿、銀座、池袋、表参道、玉川、他）■期間：開始日・期間相談可能,拘束9時間・実動7.5時間・休憩1.5時間　※店舗により異なります
2446,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),▼短期▼　期間相談可能　【フルラ】　都内エリア, ￥r ￥n【フルラ】 ￥r ￥n1927年にイタリアに創設。 ￥r ￥n高品質で機能的なバッグは世界中のキャリア女性から圧倒的な支持を受けています。 ￥r ￥nキャンディバッグは、テレビや雑誌で紹介されている人気のバッグです。 ￥r ￥n■業務内容：接客販売、在庫管理、店内清掃、ディスプレイ変更、レジ業務全般をお任せします。 ￥r ￥n■勤務地：都内店（新宿、銀座、池袋、表参道、玉川、他）■期間：開始日・期間相談可能,拘束9時間・実動7.5時間・休憩1.5時間　※店舗により異なります
2447,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),▼短期▼　期間相談可能　【フルラ】　都内エリア, ￥r ￥n【フルラ】 ￥r ￥n1927年にイタリアに創設。 ￥r ￥n高品質で機能的なバッグは世界中のキャリア女性から圧倒的な支持を受けています。 ￥r ￥nキャンディバッグは、テレビや雑誌で紹介されている人気のバッグです。 ￥r ￥n■業務内容：接客販売、在庫管理、店内清掃、ディスプレイ変更、レジ業務全般をお任せします。 ￥r ￥n■勤務地：都内店（新宿、銀座、池袋、表参道、玉川、他）■期間：開始日・期間相談可能,拘束9時間・実動7.5時間・休憩1.5時間　※店舗により異なります
2448,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),【UGG】◆最短3日後～1/15◆銀座エリア◆販売スタッフ, ￥r ￥n≪募集期間≫ ￥r ￥n最短3日後～1/15 ￥r ￥n≪仕事内容≫ ￥r ￥nUGG製品の接客販売、在庫整理等 ￥r ￥n◆UGGが好きな方必見！ ￥r ￥n販売未経験の方もご相談ください。 ￥r ￥nシューズ１足支給（店舗による） ￥r ￥n≪ブランド紹介≫ ￥r ￥n1978年に誕生したカルフォルニア発のシューズブランド「UGG（アグ）」今日、UGGは世界のファッションシーンに広く浸透しています。 ￥r ￥n,拘束時間9時間／実働7.5時間、シフト制・店舗による
2449,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),半年以内正社員化◎　【フルラ】　バッグ・皮革製品販売▼都内,1927年にイタリアに創設。 ￥r ￥n高品質で機能的なバッグは世界中のキャリア女性から圧倒的な支持を受けています。 ￥r ￥nキャンディバッグは、テレビや雑誌で紹介されている人気のバッグです。 ￥r ￥n■お仕事期間：長くお仕事されたい方必見！ ￥r ￥n派遣からスタートし3～6カ月後には正社員になれるチャンス！ ￥r ￥n開始日などなんでもご相談ください。 ￥r ￥n■就業場所：新宿、銀座、池袋、渋谷、玉川、他■業務内容：接客販売、在庫管理、店内清掃、ディスプレイ変更、レジ業務全般をお任せします。 ￥r ￥n,拘束9時間・実動7.5時間・休憩1.5時間　※店舗により異なります
2450,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),半年以内正社員化◎　【フルラ】　バッグ・皮革製品販売▼都内,1927年にイタリアに創設。 ￥r ￥n高品質で機能的なバッグは世界中のキャリア女性から圧倒的な支持を受けています。 ￥r ￥nキャンディバッグは、テレビや雑誌で紹介されている人気のバッグです。 ￥r ￥n■お仕事期間：長くお仕事されたい方必見！ ￥r ￥n派遣からスタートし3～6カ月後には正社員になれるチャンス！ ￥r ￥n開始日などなんでもご相談ください。 ￥r ￥n■就業場所：新宿、銀座、池袋、渋谷、玉川、他■業務内容：接客販売、在庫管理、店内清掃、ディスプレイ変更、レジ業務全般をお任せします。 ￥r ￥n,拘束9時間・実動7.5時間・休憩1.5時間　※店舗により異なります
2451,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),【フルラ】シューズ販売▼新宿エリア▼交通費支給♪,1927年にイタリアに創設。 ￥r ￥n高品質で機能的なバッグは世界中のキャリア女性から圧倒的な支持を受けています。 ￥r ￥nキャンディバッグは、テレビや雑誌で紹介されている人気のバッグです。 ￥r ￥n■業務内容：接客販売、在庫管理、店内清掃、ディスプレイ変更、レジ業務全般をお任せします。 ￥r ￥n新宿エリア※12月開始,拘束9時間・実動7.5時間・休憩1.5時間　※店舗により異なります
2452,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),【UGG】すぐに働ける長期◆銀座◆販売スタッフ募集◆私服勤務, ￥r ￥n≪募集期間≫ ￥r ￥n即日～長期 ￥r ￥n≪仕事内容≫ ￥r ￥nUGG製品の接客販売、在庫整理等 ￥r ￥n≪勤務地≫ ￥r ￥n銀座路面店 ￥r ￥n◆UGGが好きな方必見！ ￥r ￥n販売未経験の方もご相談ください。 ￥r ￥nシューズ１足支給（店舗による） ￥r ￥n≪ブランド紹介≫ ￥r ￥n1978年に誕生したカリフォルニア発のシューズブランド「UGG（アグ）」今日、UGGは世界のファッションシーンに広く浸透しています。 ￥r ￥n,拘束時間9時間／実働7.5時間、シフト制・店舗による
2453,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),すぐに働ける【BURBERRY　子供服】スタッフ募集◆日本橋, ￥r ￥n【BURBERRY子供服】 ￥r ￥n販売スタッフ ￥r ￥n【勤務エリア】 ￥r ￥n日本橋エリア百貨店 ￥r ￥n【仕事内容】 ￥r ￥n販売業務や店舗のバックヤードで納品、商品の検品、在庫の管理、ストックの整理、配送品の運搬等 ￥r ￥n▼バーバリーは1856年に英国で設立された永い伝統を持つラグジュアリーブランドです。 ￥r ￥n様々なライフスタイルに合わせた豊富な品揃えを誇り、年齢や性別を超えて幅広いお客様にアピールを続けているのみならず、トレンチコート、チェック、ホースマークはブランドのアイコンとして世界中で深く親しまれています。 ￥r ￥n期間：即日～長期,拘束9.0H /  実働7.5H / 休憩1.5H　シフト制・店舗により異なります
2454,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),すぐに働ける【BURBERRY】スタッフ募集◆表参道路面店, ￥r ￥n【BURBERRY】 ￥r ￥n販売スタッフ ￥r ￥n【勤務エリア】 ￥r ￥n表参道 ￥r ￥n【仕事内容】 ￥r ￥n販売業務や店舗のバックヤードで納品、商品の検品、在庫の管理、ストックの整理、配送品の運搬等 ￥r ￥n▼バーバリーは1856年に英国で設立された永い伝統を持つラグジュアリーブランドです。 ￥r ￥n様々なライフスタイルに合わせた豊富な品揃えを誇り、年齢や性別を超えて幅広いお客様にアピールを続けているのみならず、トレンチコート、チェック、ホースマークはブランドのアイコンとして世界中で深く親しまれています。 ￥r ￥n期間：即日～長期,拘束9.0H /  実働7.5H / 休憩1.5H　シフト制・店舗により異なります
2455,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),商品管理業務◆フォクシー◆制服有・銀座・日本橋エリア◆," ￥r ￥n【開始日】 ￥r ￥n就業期間の相談可能 ￥r ￥n【服装】 ￥r ￥n制服貸与あり（黒パンプスは自前） ￥r ￥n【就業店舗】 ￥r ￥n銀座・日本橋エリア ￥r ￥n【ブランド】 ￥r ￥n▼アイテム→知的に品位を忘れず、強く、 ￥r ￥nそして美しく生きる女性が袖を通す服をプロデュースしており、ファッションのみならず、ビューティー、ライフスタイルにおいて""""スタイル""""を提案しているブランドです。 ￥r ￥n【お仕事内容】 ￥r ￥n商品販売、管理など全般業務をお任せ致します。 ￥r ￥n",9.0時間拘束／ 8.0時間実動/1.0時間休憩（シフト制 店舗に準ずる）
2456,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),カフェ【FOXEY】◆制服有・銀座エリア◆未経験歓迎," ￥r ￥n【開始日】 ￥r ￥n就業期間の相談可能 ￥r ￥n【服装】 ￥r ￥n制服貸与あり（黒パンプスは自前） ￥r ￥n【就業店舗】 ￥r ￥n銀座エリア ￥r ￥n【ブランド】 ￥r ￥n▼アイテム→知的に品位を忘れず、強く、 ￥r ￥nそして美しく生きる女性が袖を通す服をプロデュースしており、ファッションのみならず、ビューティー、ライフスタイルにおいて""""スタイル""""を提案しているブランドです。 ￥r ￥n【お仕事内容】 ￥r ￥n店舗内にあるカフェで製造・接客販売です。 ￥r ￥n",9.0時間拘束／ 8.0時間実動/1.0時間休憩（シフト制 店舗に準ずる）
2457,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),商品管理業務◆フォクシー◆制服有・銀座・日本橋エリア◆," ￥r ￥n【開始日】 ￥r ￥n就業期間の相談可能 ￥r ￥n【服装】 ￥r ￥n制服貸与あり（黒パンプスは自前） ￥r ￥n【就業店舗】 ￥r ￥n銀座・日本橋エリア ￥r ￥n【ブランド】 ￥r ￥n▼アイテム→知的に品位を忘れず、強く、 ￥r ￥nそして美しく生きる女性が袖を通す服をプロデュースしており、ファッションのみならず、ビューティー、ライフスタイルにおいて""""スタイル""""を提案しているブランドです。 ￥r ￥n【お仕事内容】 ￥r ￥n商品販売、管理など全般業務をお任せ致します。 ￥r ￥n",9.0時間拘束／ 8.0時間実動/1.0時間休憩（シフト制 店舗に準ずる）
