769,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),40代活躍中♪【ちふれ化粧品】社員化有！未経験ＯＫ！１月開始,美容部員募集！ ￥r ￥n【ちふれ化粧品】 ￥r ￥n都内・埼玉エリア ￥r ￥n▼長期（期間ご相談下さい）化粧品販売スタッフ募集！ ￥r ￥n▼制服あり！ ￥r ￥n▽充実の研修制度あり！ ￥r ￥n◇一から学べるので安心して働けます♪店舗配属前の研修をしっかりと設けており、基礎知識やスキルを習得していただけます。 ￥r ￥n配属後も定期的な研修を実施し、サポート体制も抜群です◎ビューティーアドバイザーは、ちふれとお客様とを結ぶ大切な役割です。 ￥r ￥n'キレイになりたい！ ￥r ￥n'と願うすべての女性のために、私たちと一緒に「正しい化粧品」を届けていきましょう！ ￥r ￥n,拘束8.5時間／実働7.5時間【休憩60分】 シフト制
770,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),2月開始▼未経験◎▼IPSA【イプサ】レジ業務スタッフ, ￥r ￥n【ブランド】 ￥r ￥nIPSA（イプサ） ￥r ￥n【勤務地】 ￥r ￥n有楽町エリア ￥r ￥n【期間】 ￥r ￥n開始日相談～長期(期間限定もご相談下さい) ￥r ￥n【業務内容】 ￥r ￥nイプサ販売スタッフのサポート業務（主にレジ、販売サポート、品出し等 ￥r ￥n【勤務地】 ￥r ￥n有楽町エリア ￥r ￥n【制服】 ￥r ￥n貸与なし※自前の黒ｽｰﾂをご用意頂きます。 ￥r ￥n,※シフト制　拘束9時間／実働7時間45分【休憩1時間15分】
771,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),【GUERLAN】　未経験歓迎▼社員化あり　1月・２月開始,社員登用実績多数あり ￥r ￥n【都内有名百貨店】 ￥r ￥n未経験の方にも安心な研修からのスタートとなります。 ￥r ￥n本社オフィス(半蔵門）にて商品研修実施※コスメ経験者の方、ブランクある方も歓迎です。 ￥r ￥nヨーロッパ王室でも愛されるフランス発のラグジュアリーブランドのＧＵＥＲＬＡＩＮ ￥r ￥n【ゲラン】 ￥r ￥nの販売スタッフです。 ￥r ￥n180年余りの歴史を誇るＧＵＥＲＬＡＩＮ ￥r ￥n【ゲラン】 ￥r ￥nで、あなたの今迄の経験を活かして一緒に働いてみませんか？スキンケアカウンセリング、メイクタッチアップなどを中心に店頭でのお仕事をお任せします。 ￥r ￥n▼制服貸与 ￥r ￥n▼美容部員経験のない方には登録時にお仕事内容をご説明いたします。 ￥r ￥n,拘束時間9時間／実働7.5時間、シフト制・店舗による
772,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),▼半年以内社員化▼開始日相談ＯＫ【SIXPAD】販売スタッフ,「SIXPAD」にて美容・スポーツ業界に大きな話題を提供したMTG社。 ￥r ￥n今回満を持して、ファッションの聖地：表参道に初めての大型Shopが誕生します。 ￥r ￥n既存主力ブランドと共に美容・スポーツ業界の新たなフィールドにチャレンジしてくれる新規店舗立ち上げメンバーを募集しています。 ￥r ￥n＜販売職仕事内容＞接客販売。 ￥r ￥n※マネジメント職（正社員）も同時募集しています。 ￥r ￥nお気軽にお問い合わせください。 ￥r ￥n,拘束9.0時間、実働7.5時間
773,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),【イヴ・サンローラン】美容部員▼社員で働く！, ￥r ￥n【入社日】 ￥r ￥n入社日は相談可能です※就業中の方もご相談ください ￥r ￥n【勤務地】 ￥r ￥n横浜・町田市内の店舗（勤務地はご相談下さい） ￥r ￥n【仕事内容】 ￥r ￥n美容部員としてカウンセリングやタッチアップを実施し、化粧品を販売してご活躍いただくのはもちろん、顧客管理や後輩の育成など幅広く業務を行っていただきます。 ￥r ￥n【ブランド】 ￥r ￥n美しい色合いのルージュやアイシャドウが世界中の女性を魅了して止まない、人気外資系ブランドです。 ￥r ￥n【備考】 ￥r ￥n※制服貸与※交通費支給,拘束9時間／実働7.5時間／休憩1.5時間※シフト制※店舗により実働、拘束時間の変更可能性あり
774,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),美容部員募集　【MDNA】話題のマドンナ共同開発ブランド,単独カウンター世界初出店ブランド（マドンナ共同企画プロデュースのコスメブランド）が都内有名百貨店にオープンします。 ￥r ￥n日本のみならず世界に初めて単独カウンター展開します。 ￥r ￥nご一緒にブランドを運営していただけるスタッフを募集いたします。 ￥r ￥n【募集職種】 ￥r ￥n一般美容部員・店長候補 ￥r ￥n【勤務開始日】 ￥r ￥nご相談ください ￥r ￥n【年収】 ￥r ￥n300万円～600万円※転籍経験スキルに応じて規定あり,百貨店シフトによって変更となります
775,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),【GUERLAN】　未経験歓迎▼社員化あり　1月・２月開始,社員登用実績多数あり ￥r ￥n【都内有名百貨店】 ￥r ￥n未経験の方にも安心な研修からのスタートとなります。 ￥r ￥n本社オフィス(半蔵門）にて商品研修実施※コスメ経験者の方、ブランクある方も歓迎です。 ￥r ￥nヨーロッパ王室でも愛されるフランス発のラグジュアリーブランドのＧＵＥＲＬＡＩＮ ￥r ￥n【ゲラン】 ￥r ￥nの販売スタッフです。 ￥r ￥n180年余りの歴史を誇るＧＵＥＲＬＡＩＮ ￥r ￥n【ゲラン】 ￥r ￥nで、あなたの今迄の経験を活かして一緒に働いてみませんか？スキンケアカウンセリング、メイクタッチアップなどを中心に店頭でのお仕事をお任せします。 ￥r ￥n▼制服貸与 ￥r ￥n▼美容部員経験のない方には登録時にお仕事内容をご説明いたします。 ￥r ￥n,拘束時間9時間／実働7.5時間、シフト制・店舗による
776,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),【1月開始】社員化あり▼Aesop▼未経験◎安心の研修開始, ￥r ￥n【Aesop（イソップ）】 ￥r ￥nにて販売スタッフ募集！ ￥r ￥n今話題のスキンケアブランド ￥r ￥n【Aesop（イソップ）】 ￥r ￥nその年に収穫された植物のみを使用するという素材への揺るぎないこだわり、最小限に抑えた包装、お客様との誠実なコミュニケーションを大切にする姿勢から、設立以来、お客様から支持されております。 ￥r ￥n自信を持ってオススメできること間違いありません。 ￥r ￥nあなたのカウンセリングで商品の素晴らしさをお客様に伝えて、笑顔に変えてみませんか。 ￥r ￥n,シフト例 9：30～18：30 11：30～20：30 など 7.5時間実働 9時間拘束
777,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),【1月開始】社員化あり▼Aesop▼未経験◎安心の研修開始, ￥r ￥n【Aesop（イソップ）】 ￥r ￥nにて販売スタッフ募集！ ￥r ￥n今話題のスキンケアブランド ￥r ￥n【Aesop（イソップ）】 ￥r ￥nその年に収穫された植物のみを使用するという素材への揺るぎないこだわり、最小限に抑えた包装、お客様との誠実なコミュニケーションを大切にする姿勢から、設立以来、お客様から支持されております。 ￥r ￥n自信を持ってオススメできること間違いありません。 ￥r ￥nあなたのカウンセリングで商品の素晴らしさをお客様に伝えて、笑顔に変えてみませんか。 ￥r ￥n,シフト例 9：30～18：30 11：30～20：30 など 7.5時間実働 9時間拘束
778,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),【GUERLAN】　未経験歓迎▼社員化あり　1月・２月開始,社員登用実績多数あり ￥r ￥n【都内有名百貨店】 ￥r ￥n未経験の方にも安心な研修からのスタートとなります。 ￥r ￥n本社オフィス(半蔵門）にて商品研修実施※コスメ経験者の方、ブランクある方も歓迎です。 ￥r ￥nヨーロッパ王室でも愛されるフランス発のラグジュアリーブランドのＧＵＥＲＬＡＩＮ ￥r ￥n【ゲラン】 ￥r ￥nの販売スタッフです。 ￥r ￥n180年余りの歴史を誇るＧＵＥＲＬＡＩＮ ￥r ￥n【ゲラン】 ￥r ￥nで、あなたの今迄の経験を活かして一緒に働いてみませんか？スキンケアカウンセリング、メイクタッチアップなどを中心に店頭でのお仕事をお任せします。 ￥r ￥n▼制服貸与 ￥r ￥n▼美容部員経験のない方には登録時にお仕事内容をご説明いたします。 ￥r ￥n,拘束時間9時間／実働7.5時間、シフト制・店舗による
779,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),▼ちふれ▼充実研修女性に優しい化粧品販売▼勤務地多数！,１月から長期（開始時期など相談可能です） ￥r ￥n【販売経験半年以上でＯＫ】 ￥r ￥n【横浜・横須賀・たまプラーザ・町田・藤沢勤務】 ￥r ￥n【コスメ販売スタッフ複数名募集】 ￥r ￥n▼アットホームな店舗で一から学べるので安心して働けます♪ ￥r ￥n▼ブランド→誰もが手に入れやすく、 ￥r ￥n安心して使える化粧品を展開している有名ブランドでの勤務です。 ￥r ￥n▼コスメの販売経験者歓迎 ￥r ￥n▼コスメに興味のある方も大歓迎。 ￥r ￥n業務内容：在庫管理・接客販売・レジ・顧客管理など,拘束8.5時間／実働7.5時間【休憩60分】 シフト制
780,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),2月開始◆SUQQU◆6ヶ月以内社員登用◆未経験歓迎！,国産コスメ ￥r ￥n【SUQQU・スック】 ￥r ￥n美容未経験から、半年後には正社員として転籍の予定です。 ￥r ￥n国産高級コスメブランドとしてファンを増やし続けています。 ￥r ￥n【業務内容】 ￥r ￥n百貨店内ショップでメイクアップやカウンセリングをしながら化粧品を提案・販売するお仕事です。 ￥r ￥n【研修】 ￥r ￥nあり（東京大崎研修所にて) ￥r ￥n【制服】 ￥r ￥nあり ￥r ￥n【社会保険】 ￥r ￥n完備※美容・コスメ未経験の方も歓迎です！ ￥r ￥n長期的に頑張りたい意欲のある方。 ￥r ￥n美容専門学校卒業者、ブランクある方、エステなど美容経験者など。 ￥r ￥n★選考会の日程はお問い合わせください。 ￥r ￥n,※百貨店営業時間に基づきシフト勤務 実働7時間30分
781,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),2月開始【キールズ】未経験から美容部員▼制服あり▼研修あり,1851年に、ニューヨークのイーストヴィレッジに調剤薬局として創業したブランドです。 ￥r ￥n以来150年にわたり、科学、薬学を基に天然由来成分を配合したクオリティーの高い製品を提供しているこだわりのブランドでの販売スタッフを募集いたします。 ￥r ￥nコスメ・美容未経験の方でも安心の研修あり。 ￥r ￥n【勤務地】 ￥r ￥n都内・埼玉エリア ￥r ￥n【期間】 ￥r ￥n長期(約1年間くらいご勤務出来る方歓迎)※開始日相談ください ￥r ￥n【研修】 ￥r ￥nあり ￥r ￥n【制服】 ￥r ￥nあり ￥r ￥n【社会保険】 ￥r ￥n完備,拘束9時間／実働7時間30分、シフト制 店舗に準ずる
782,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),2月開始【キールズ】未経験から美容部員▼制服あり▼研修あり,1851年に、ニューヨークのイーストヴィレッジに調剤薬局として創業したブランドです。 ￥r ￥n以来150年にわたり、科学、薬学を基に天然由来成分を配合したクオリティーの高い製品を提供しているこだわりのブランドでの販売スタッフを募集いたします。 ￥r ￥nコスメ・美容未経験の方でも安心の研修あり。 ￥r ￥n【勤務地】 ￥r ￥n都内・埼玉エリア ￥r ￥n【期間】 ￥r ￥n長期(約1年間くらいご勤務出来る方歓迎)※開始日相談ください ￥r ￥n【研修】 ￥r ￥nあり ￥r ￥n【制服】 ￥r ￥nあり ￥r ￥n【社会保険】 ￥r ￥n完備,拘束9時間／実働7時間30分、シフト制 店舗に準ずる
783,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),2月開始【キールズ】未経験から美容部員▼制服あり▼研修あり,1851年に、ニューヨークのイーストヴィレッジに調剤薬局として創業したブランドです。 ￥r ￥n以来150年にわたり、科学、薬学を基に天然由来成分を配合したクオリティーの高い製品を提供しているこだわりのブランドでの販売スタッフを募集いたします。 ￥r ￥nコスメ・美容未経験の方でも安心の研修あり。 ￥r ￥n【勤務地】 ￥r ￥n都内・埼玉エリア ￥r ￥n【期間】 ￥r ￥n長期(約1年間くらいご勤務出来る方歓迎)※開始日相談ください ￥r ￥n【研修】 ￥r ￥nあり ￥r ￥n【制服】 ￥r ￥nあり ￥r ￥n【社会保険】 ￥r ￥n完備,拘束9時間／実働7時間30分、シフト制 店舗に準ずる
784,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),2月開始【キールズ】未経験から美容部員▼制服あり▼研修あり,1851年に、ニューヨークのイーストヴィレッジに調剤薬局として創業したブランドです。 ￥r ￥n以来150年にわたり、科学、薬学を基に天然由来成分を配合したクオリティーの高い製品を提供しているこだわりのブランドでの販売スタッフを募集いたします。 ￥r ￥nコスメ・美容未経験の方でも安心の研修あり。 ￥r ￥n【勤務地】 ￥r ￥n都内・埼玉エリア ￥r ￥n【期間】 ￥r ￥n長期(約1年間くらいご勤務出来る方歓迎)※開始日相談ください ￥r ￥n【研修】 ￥r ￥nあり ￥r ￥n【制服】 ￥r ￥nあり ￥r ￥n【社会保険】 ￥r ￥n完備,拘束9時間／実働7時間30分、シフト制 店舗に準ずる
785,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),▼6ヶ月以内に社員登用▼2月開始【シュウウエムラ】, ￥r ￥n【シュウウエムラ】 ￥r ￥n百貨店でも人気の高いメイクアップアーティストのコスメブランド。 ￥r ￥n【勤務先】 ￥r ￥n新宿・銀座・渋谷エリア ￥r ￥n【研修】 ￥r ￥nあり ￥r ￥n【制服】 ￥r ￥nあり ￥r ￥n【業務内容】 ￥r ￥nお客様のニーズに合わせてメイクアップからスキンケアまでご紹介。 ￥r ￥n商品知識やメイク技術は研修で学ぶことができます。 ￥r ￥n【社会保険】 ￥r ￥n完備（健康保険、年金、雇用保険、労災）※ブランクある方、美容部員経験者歓迎、美容専門学校卒業者！ ￥r ￥n※メイクアップアーティスト希望者歓迎。 ￥r ￥n,拘束9時間／実働7時間30分  シフト例 9：30～18：30・11：30～20：30等
786,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),▼6ヶ月以内に社員登用▼2月開始【シュウウエムラ】, ￥r ￥n【シュウウエムラ】 ￥r ￥n百貨店でも人気の高いメイクアップアーティストのコスメブランド。 ￥r ￥n【勤務先】 ￥r ￥n新宿・銀座・渋谷エリア ￥r ￥n【研修】 ￥r ￥nあり ￥r ￥n【制服】 ￥r ￥nあり ￥r ￥n【業務内容】 ￥r ￥nお客様のニーズに合わせてメイクアップからスキンケアまでご紹介。 ￥r ￥n商品知識やメイク技術は研修で学ぶことができます。 ￥r ￥n【社会保険】 ￥r ￥n完備（健康保険、年金、雇用保険、労災）※ブランクある方、美容部員経験者歓迎、美容専門学校卒業者！ ￥r ￥n※メイクアップアーティスト希望者歓迎。 ￥r ￥n,拘束9時間／実働7時間30分  シフト例 9：30～18：30・11：30～20：30等
787,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),1月開始【＠コスメストア】未経験◎レジ業務スタッフ,化粧品のクチコミサイトがプロデュースするコスメセレクトショップでのレジスタッフ募集です！ ￥r ￥n多くの女性から支持されている化粧品が一堂に揃うので、見ているだけでもワクワク。 ￥r ￥n他にも店内には、楽しい仕掛けがたくさんあり女性のキレイを応援しているショップです。 ￥r ￥n【お仕事内容】 ￥r ￥nレジ業務スタッフをお願い致します！ ￥r ￥n※店舗により販売も兼任頂く場合がございます。 ￥r ￥n【勤務地】 ￥r ￥n都内エリア ￥r ￥n【開始日】 ￥r ￥n即日開始※開始日等、お気軽にお問い合わせ下さい。 ￥r ￥n,シフト制※拘束9時間・実働7，5時間・休憩1，5時間
788,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),1月開始▼ケラスターゼ▼首都圏エリアのサロンにて販売のお仕事, ￥r ￥n【ブランド】 ￥r ￥n1964年、「美しい髪は健康な頭皮から生まれる」というスキンケアの概念からパリで誕生したケラスターゼ。 ￥r ￥n半世紀以上、世界中で愛されてきたブランドが提唱する真のラグジュアリーヘアエステティックサロン、それがインスティチュートサロン。 ￥r ￥n細部にまでこだわってデザインされた優美な空間で、革新的で先進的なトリートメントと研ぎ澄まされた技術が、お客様のの心を満たします。 ￥r ￥nそんなサロン内でのお仕事です。 ￥r ￥n【お仕事内容】 ￥r ￥n有名サロンに展開しているケラスターゼの魅力をお客様に伝え、販売して頂くお仕事です ￥r ￥n【勤務地】 ￥r ￥n首都圏エリアのサロン ￥r ￥n【開始日】 ￥r ￥n即日～長期(相談下さい),○拘束8時間／実働7時間／休憩1時間　※シフト制(勤務時間帯はサロンによる)※時間的に制限のある方はご相談ください
789,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),開始日相談OK【ケラスターゼ】首都圏の有名サロンにて販売！, ￥r ￥n【ブランド】 ￥r ￥n1964年、「美しい髪は健康な頭皮から生まれる」というスキンケアの概念からパリで誕生したケラスターゼ。 ￥r ￥n半世紀以上、世界中で愛されてきたブランドが提唱する真のラグジュアリーヘアエステティックサロン、それがインスティチュートサロン。 ￥r ￥n細部にまでこだわってデザインされた優美な空間で、革新的で先進的なトリートメントと研ぎ澄まされた技術が、お客様のの心を満たします。 ￥r ￥nそんなサロン内でのお仕事です。 ￥r ￥n【お仕事内容】 ￥r ￥n有名サロンに展開しているケラスターゼの魅力をお客様に伝え、販売して頂くお仕事です ￥r ￥n【勤務地】 ￥r ￥n首都圏エリアのサロン ￥r ￥n【開始日】 ￥r ￥n即日～長期(相談下さい),○拘束8時間／実働7時間／休憩1時間　※シフト制(勤務時間帯はサロンによる)※時間的に制限のある方はご相談ください
790,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),高時給！2月開始【シュウウエムラ】未経験から社員登用あり！, ￥r ￥n【シュウウエムラ】 ￥r ￥n百貨店でも人気の高いメイクアップアーティストのコスメブランド。 ￥r ￥n【勤務先】 ￥r ￥n新宿・銀座・渋谷エリア ￥r ￥n【研修】 ￥r ￥nあり ￥r ￥n【制服】 ￥r ￥nあり ￥r ￥n【業務内容】 ￥r ￥nお客様のニーズに合わせてメイクアップからスキンケアまでご紹介。 ￥r ￥n商品知識やメイク技術は研修で学ぶことができます。 ￥r ￥n【社会保険】 ￥r ￥n完備（健康保険、年金、雇用保険、労災）※コスメ、美容未経験の方、ブランクある方、美容専門学校卒業者、歓迎！ ￥r ￥n※メイクアップアーティスト希望者歓迎。 ￥r ￥n,拘束9時間／実働7時間30分  シフト例 9：30～18：30・11：30～20：30等
791,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),2月開始【shiro（シロ）】未経験◎制服有！ナチュラル系, ￥r ￥n≪ショップ≫ ￥r ￥n「自分たちが毎日使いたいものを作りたい」という想いから始まったブランドです。 ￥r ￥n素材へのこだわりや、シンプルな発想でものづくりと向き合ってきた結果日本中、そして世界中に伝えたい商品があります。 ￥r ￥nブランドの良さをより多くの方に伝えたいという想いからスキンケアの素材や加工品を厳選したシリーズを展開しています。 ￥r ￥n≪勤務地≫ ￥r ￥n表参道・東京・新宿・北千住・吉祥寺・二子玉川・六本木 ￥r ￥n≪お仕事内容≫ ￥r ￥n人気のコスメブランドにて販売のお仕事になります。 ￥r ￥n≪期間≫ ￥r ￥n長期※開始日相談可能(即日もOK) ￥r ￥n≪制服≫ ￥r ￥nトップス貸与※その他私物持参,基本拘束9時間・実働8時間・休憩1時間　※店舗に若干の変動あり。
792,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),人気の自然派コスメブランドにて販売のお仕事です！, ￥r ￥n≪ショップ≫ ￥r ￥n「自分たちが毎日使いたいものを作りたい」という想いから始まったブランドです。 ￥r ￥n素材へのこだわりや、シンプルな発想でものづくりと向き合ってきた結果日本中、そして世界中に伝えたい商品があります。 ￥r ￥nブランドの良さをより多くの方に伝えたいという想いからスキンケアの素材や加工品を厳選したシリーズを展開しています。 ￥r ￥n≪勤務地≫ ￥r ￥n横浜・茅ヶ崎 ￥r ￥n≪お仕事内容≫ ￥r ￥n人気のコスメブランドにて販売のお仕事になります。 ￥r ￥n≪開始日≫ ￥r ￥n1月～長期※期間相談も可能(即日もOK) ￥r ￥n≪制服≫ ￥r ￥nトップス貸与※その他私物持参,基本拘束9時間・実働8時間・休憩1時間　※店舗に若干の変動あり。
793,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),2月開始【shiro（シロ）】未経験◎制服有！ナチュラル系, ￥r ￥n≪ショップ≫ ￥r ￥n「自分たちが毎日使いたいものを作りたい」という想いから始まったブランドです。 ￥r ￥n素材へのこだわりや、シンプルな発想でものづくりと向き合ってきた結果日本中、そして世界中に伝えたい商品があります。 ￥r ￥nブランドの良さをより多くの方に伝えたいという想いからスキンケアの素材や加工品を厳選したシリーズを展開しています。 ￥r ￥n≪勤務地≫ ￥r ￥n表参道・東京・新宿・北千住・吉祥寺・二子玉川・六本木 ￥r ￥n≪お仕事内容≫ ￥r ￥n人気のコスメブランドにて販売のお仕事になります。 ￥r ￥n≪期間≫ ￥r ￥n長期※開始日相談可能(即日もOK) ￥r ￥n≪制服≫ ￥r ￥nトップス貸与※その他私物持参,基本拘束9時間・実働8時間・休憩1時間　※店舗に若干の変動あり。
794,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),1月開始【＠コスメストア】未経験◎レジ業務スタッフ,化粧品のクチコミサイトがプロデュースするコスメセレクトショップでのレジスタッフ募集です！ ￥r ￥n多くの女性から支持されている化粧品が一堂に揃うので、見ているだけでもワクワク。 ￥r ￥n他にも店内には、楽しい仕掛けがたくさんあり女性のキレイを応援しているショップです。 ￥r ￥n【お仕事内容】 ￥r ￥nレジ業務スタッフをお願い致します！ ￥r ￥n※店舗により販売も兼任頂く場合がございます。 ￥r ￥n【勤務地】 ￥r ￥n都内エリア ￥r ￥n【開始日】 ￥r ￥n即日開始※開始日等、お気軽にお問い合わせ下さい。 ￥r ￥n,シフト制※拘束9時間・実働7，5時間・休憩1，5時間
795,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),1月開始【＠コスメストア】未経験◎レジ業務スタッフ,化粧品のクチコミサイトがプロデュースするコスメセレクトショップでのレジスタッフ募集です！ ￥r ￥n多くの女性から支持されている化粧品が一堂に揃うので、見ているだけでもワクワク。 ￥r ￥n他にも店内には、楽しい仕掛けがたくさんあり女性のキレイを応援しているショップです。 ￥r ￥n【お仕事内容】 ￥r ￥nレジ業務スタッフをお願い致します！ ￥r ￥n※店舗により販売も兼任頂く場合がございます。 ￥r ￥n【勤務地】 ￥r ￥n都内エリア ￥r ￥n【開始日】 ￥r ￥n即日開始※開始日等、お気軽にお問い合わせ下さい。 ￥r ￥n,シフト制※拘束9時間・実働7，5時間・休憩1，5時間
796,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),1月開始▼ケラスターゼ▼首都圏エリアのサロンにて販売のお仕事, ￥r ￥n【ブランド】 ￥r ￥n1964年、「美しい髪は健康な頭皮から生まれる」というスキンケアの概念からパリで誕生したケラスターゼ。 ￥r ￥n半世紀以上、世界中で愛されてきたブランドが提唱する真のラグジュアリーヘアエステティックサロン、それがインスティチュートサロン。 ￥r ￥n細部にまでこだわってデザインされた優美な空間で、革新的で先進的なトリートメントと研ぎ澄まされた技術が、お客様のの心を満たします。 ￥r ￥nそんなサロン内でのお仕事です。 ￥r ￥n【お仕事内容】 ￥r ￥n有名サロンに展開しているケラスターゼの魅力をお客様に伝え、販売して頂くお仕事です ￥r ￥n【勤務地】 ￥r ￥n首都圏エリアのサロン ￥r ￥n【開始日】 ￥r ￥n即日～長期(相談下さい),○拘束8時間／実働7時間／休憩1時間　※シフト制(勤務時間帯はサロンによる)※時間的に制限のある方はご相談ください
797,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),高時給！2月開始【シュウウエムラ】未経験から社員登用あり！, ￥r ￥n【シュウウエムラ】 ￥r ￥n百貨店でも人気の高いメイクアップアーティストのコスメブランド。 ￥r ￥n【勤務先】 ￥r ￥n新宿・銀座・渋谷エリア ￥r ￥n【研修】 ￥r ￥nあり ￥r ￥n【制服】 ￥r ￥nあり ￥r ￥n【業務内容】 ￥r ￥nお客様のニーズに合わせてメイクアップからスキンケアまでご紹介。 ￥r ￥n商品知識やメイク技術は研修で学ぶことができます。 ￥r ￥n【社会保険】 ￥r ￥n完備（健康保険、年金、雇用保険、労災）※コスメ、美容未経験の方、ブランクある方、美容専門学校卒業者、歓迎！ ￥r ￥n※メイクアップアーティスト希望者歓迎。 ￥r ￥n,拘束9時間／実働7時間30分  シフト例 9：30～18：30・11：30～20：30等
798,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),高時給！2月開始【シュウウエムラ】未経験から社員登用あり！, ￥r ￥n【シュウウエムラ】 ￥r ￥n百貨店でも人気の高いメイクアップアーティストのコスメブランド。 ￥r ￥n【勤務先】 ￥r ￥n新宿・銀座・渋谷エリア ￥r ￥n【研修】 ￥r ￥nあり ￥r ￥n【制服】 ￥r ￥nあり ￥r ￥n【業務内容】 ￥r ￥nお客様のニーズに合わせてメイクアップからスキンケアまでご紹介。 ￥r ￥n商品知識やメイク技術は研修で学ぶことができます。 ￥r ￥n【社会保険】 ￥r ￥n完備（健康保険、年金、雇用保険、労災）※コスメ、美容未経験の方、ブランクある方、美容専門学校卒業者、歓迎！ ￥r ￥n※メイクアップアーティスト希望者歓迎。 ￥r ￥n,拘束9時間／実働7時間30分  シフト例 9：30～18：30・11：30～20：30等
799,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),大人気コスメ【RMK】で社員を目指せる▼未経験歓迎◎神奈川,★ポイント！ ￥r ￥n★ ￥r ￥n◆第二新卒・未経験の方も大歓迎！ ￥r ￥n◆スキンケアからメイクアップまで幅広い商品知識を身に付けることができ、コスメ・美容未経験の方も多く活躍しているブランドです。 ￥r ￥n◆安心の研修制度（入社時研修、新商品研修など）・福利厚生も充実。 ￥r ￥n◆トレーナーやメイクアップアーティストを目指すことができます ￥r ￥n【募集地区】 ￥r ￥n横浜エリア町田エリア大船エリア ￥r ￥n【開始日】 ￥r ￥n1/22～（社員登用前提の長期募集です） ￥r ￥n【制服】 ￥r ￥nあり ￥r ￥n【仕事内容】 ￥r ￥nお客様にメイクアップアドバイスとスキンケアカウンセリングを行い、お客様にあった化粧品をお薦めして頂きます。 ￥r ￥n,（営業時間）拘束9時間／実働7時間30分※シフト制（商業施設により営業時間が異なります。）
800,株式会社iDA (旧社名 株式会社アイ・ ディ・アクセス),2月未経験歓迎【シャネル】高級コスメブランド▼社員登用あり, ￥r ￥n【開始日については随時ご相談ください】 ￥r ￥n▽ ￥r ￥n【シャネル】 ￥r ￥n人気外資系コスメ！ ￥r ￥n女性なら誰もが憧れるあのスーパーブランドでのお仕事です▽ ￥r ￥n【仕事内容】 ￥r ￥nシャネルブランドの香水及び化粧品の接客･販売です｡フレグランスからスキンケア､メークアップまでトータルな販売と丁寧な接客･カウンセリングを行ってください｡その他ラッピング、洗物、備品補充、キャッシャー業務、清掃等、店舗内業務全般をお願い致します。 ￥r ￥n【服装】 ￥r ￥n制服貸与あり ￥r ￥n【勤務地】 ￥r ￥n新宿地区・銀座地区・渋谷地区、千葉地区、各有名百貨店 ￥r ￥n【勤務期間】 ￥r ￥n即日～長期※就業開始時期については店舗によって相談が可能です。 ￥r ￥n,拘束時間：9Ｈ、実働：7.5Ｈ、休憩：1.5Ｈ(店舗により異なる)
